"IUCNcat","SSP","sumCell","coverage","coverage_km2","SpeciesID"
"VI","ssp126",244.913883355169,0.0045,1224.57,"Dendr_atte_ssp126_mean"
"Ia","ssp370",94.2161685498617,0.0015,471.08,"Dendr_atte_ssp370_mean"
"Ib","ssp370",33.4521577819676,5e-04,167.26,"Dendr_atte_ssp370_mean"
"II","ssp370",540.240802044587,0.0085,2701.2,"Dendr_atte_ssp370_mean"
"III","ssp370",42.9971275054098,7e-04,214.99,"Dendr_atte_ssp370_mean"
"IV","ssp370",2016.31442462922,0.0318,10081.57,"Dendr_atte_ssp370_mean"
"Not.Applicable","ssp370",275.311554451313,0.0043,1376.56,"Dendr_atte_ssp370_mean"
"Not.Assigned","ssp370",1510.74970380727,0.0239,7553.75,"Dendr_atte_ssp370_mean"
"Not.Reported","ssp370",10188.9176860233,0.1609,50944.59,"Dendr_atte_ssp370_mean"
"Outside.PA","ssp370",38396.7384908275,0.6064,191983.69,"Dendr_atte_ssp370_mean"
"Presence","ssp370",63317,1,316585,"Dendr_atte_ssp370_mean"
"Protected","ssp370",12945.2825648905,0.2045,64726.41,"Dendr_atte_ssp370_mean"
"Unprotected","ssp370",50371.7174351095,0.7955,251858.59,"Dendr_atte_ssp370_mean"
"V","ssp370",9932.86769169692,0.1569,49664.34,"Dendr_atte_ssp370_mean"
"VI","ssp370",285.19419268257,0.0045,1425.97,"Dendr_atte_ssp370_mean"
"Ia","ssp585",94.7341444203997,0.0015,473.67,"Dendr_atte_ssp585_mean"
"Ib","ssp585",31.0524493461896,5e-04,155.26,"Dendr_atte_ssp585_mean"
"II","ssp585",542.67403287407,0.0087,2713.37,"Dendr_atte_ssp585_mean"
"III","ssp585",41.116708120025,7e-04,205.58,"Dendr_atte_ssp585_mean"
"IV","ssp585",2009.20552995342,0.0324,10046.03,"Dendr_atte_ssp585_mean"
"Not.Applicable","ssp585",284.498047529778,0.0046,1422.49,"Dendr_atte_ssp585_mean"
"Not.Assigned","ssp585",1571.96674674437,0.0253,7859.83,"Dendr_atte_ssp585_mean"
"Not.Reported","ssp585",10091.5218551914,0.1626,50457.61,"Dendr_atte_ssp585_mean"
"Outside.PA","ssp585",37343.5885524633,0.6016,186717.94,"Dendr_atte_ssp585_mean"
"Presence","ssp585",62076,1,310380,"Dendr_atte_ssp585_mean"
"Protected","ssp585",12784.4247980711,0.2059,63922.12,"Dendr_atte_ssp585_mean"
"Unprotected","ssp585",49291.5752019289,0.7941,246457.88,"Dendr_atte_ssp585_mean"
"V","ssp585",9797.88721497567,0.1578,48989.44,"Dendr_atte_ssp585_mean"
"VI","ssp585",267.754718381303,0.0043,1338.77,"Dendr_atte_ssp585_mean"
"Ia","ssp126",0,0,0,"Dendr_illy_ssp126_mean"
"Ib","ssp126",0,0,0,"Dendr_illy_ssp126_mean"
"II","ssp126",0,0,0,"Dendr_illy_ssp126_mean"
"III","ssp126",0.0497158372700142,0.0011,0.25,"Dendr_illy_ssp126_mean"
"IV","ssp126",0.156093137047719,0.0035,0.78,"Dendr_illy_ssp126_mean"
"Not.Applicable","ssp126",1.12915702164173,0.0257,5.65,"Dendr_illy_ssp126_mean"
"Not.Assigned","ssp126",0,0,0,"Dendr_illy_ssp126_mean"
"Not.Reported","ssp126",19.9409053861818,0.4532,99.7,"Dendr_illy_ssp126_mean"
"Outside.PA","ssp126",4.38578546228837,0.0997,21.93,"Dendr_illy_ssp126_mean"
"Presence","ssp126",44,1,220,"Dendr_illy_ssp126_mean"
"Protected","ssp126",18.5441521298881,0.4215,92.72,"Dendr_illy_ssp126_mean"
"Unprotected","ssp126",25.4558478701119,0.5785,127.28,"Dendr_illy_ssp126_mean"
"V","ssp126",18.3383431555703,0.4168,91.69,"Dendr_illy_ssp126_mean"
"VI","ssp126",0,0,0,"Dendr_illy_ssp126_mean"
"Ia","ssp370",0,0,0,"Dendr_illy_ssp370_mean"
"Ib","ssp370",0,0,0,"Dendr_illy_ssp370_mean"
"II","ssp370",0,0,0,"Dendr_illy_ssp370_mean"
"III","ssp370",0,0,0,"Dendr_illy_ssp370_mean"
